flight_id,departure_airport,arrival_airport,distance_km,aircraft_code
215,DME,LED,940,94495773520021,321
216,DME,LED,940,94495773520021,321
217,DME,LED,940,94495773520021,321
218,DME,LED,940,94495773520021,321
219,DME,LED,940,94495773520021,321
220,DME,LED,940,94495773520021,321
221,DME,LED,940,94495773520021,321
222,DME,LED,940,94495773520021,321
223,DME,LED,940,94495773520021,321
224,DME,LED,940,94495773520021,321
225,DME,LED,940,94495773520021,321
226,DME,LED,940,94495773520021,321
227,DME,LED,940,94495773520021,321
228,DME,LED,940,94495773520021,321
229,DME,LED,940,94495773520021,321
230,DME,LED,940,94495773520021,321
231,DME,LED,940,94495773520021,321
232,DME,LED,940,94495773520021,321
233,DME,LED,940,94495773520021,321
234,DME,LED,940,94495773520021,321
235,DME,LED,940,94495773520021,321
236,DME,LED,940,94495773520021,321
237,DME,LED,940,94495773520021,321
238,DME,LED,940,94495773520021,321
239,DME,LED,940,94495773520021,321
240,DME,LED,940,94495773520021,321
241,DME,LED,940,94495773520021,321
242,DME,LED,940,94495773520021,321
243,DME,LED,940,94495773520021,321
244,DME,LED,940,94495773520021,321
245,DME,OVB,4975,3725416950683,773
246,DME,OVB,4975,3725416950683,773
247,DME,OVB,4975,3725416950683,773
248,DME,OVB,4975,3725416950683,773
249,DME,OVB,4975,3725416950683,773
250,DME,OVB,4975,3725416950683,773
251,DME,OVB,4975,3725416950683,773
252,DME,OVB,4975,3725416950683,773
253,DME,OVB,4975,3725416950683,773
254,DME,OVB,4975,3725416950683,773
255,DME,OVB,4975,3725416950683,773
256,DME,OVB,4975,3725416950683,773
257,DME,OVB,4975,3725416950683,773
258,DME,OVB,4975,3725416950683,773
259,DME,OVB,4975,3725416950683,773
260,DME,OVB,4975,3725416950683,773
261,DME,OVB,4975,3725416950683,773
262,DME,OVB,4975,3725416950683,773
263,DME,OVB,4975,3725416950683,773
264,DME,OVB,4975,3725416950683,773
265,DME,OVB,4975,3725416950683,773
266,DME,OVB,4975,3725416950683,773
267,DME,OVB,4975,3725416950683,773
268,DME,OVB,4975,3725416950683,773
269,DME,OVB,4975,3725416950683,773
270,DME,OVB,4975,3725416950683,773
271,DME,OVB,4975,3725416950683,773
272,DME,OVB,4975,3725416950683,773
273,DME,OVB,4975,3725416950683,773
274,DME,OVB,4975,3725416950683,773
275,DME,OVB,4975,3725416950683,773
276,DME,OVB,4975,3725416950683,773
277,DME,OVB,4975,3725416950683,773
278,DME,OVB,4975,3725416950683,773
279,DME,OVB,4975,3725416950683,773
280,DME,OVB,4975,3725416950683,773
281,DME,OVB,4975,3725416950683,773
282,DME,OVB,4975,3725416950683,773
283,DME,OVB,4975,3725416950683,773
284,DME,OVB,4975,3725416950683,773
285,DME,OVB,4975,3725416950683,773
286,DME,OVB,4975,3725416950683,773
287,DME,OVB,4975,3725416950683,773
288,DME,OVB,4975,3725416950683,773
289,DME,OVB,4975,3725416950683,773
290,DME,OVB,4975,3725416950683,773
291,DME,OVB,4975,3725416950683,773
292,DME,OVB,4975,3725416950683,773
293,DME,OVB,4975,3725416950683,773
294,DME,OVB,4975,3725416950683,773
295,DME,OVB,4975,3725416950683,773
296,DME,OVB,4975,3725416950683,773
297,DME,OVB,4975,3725416950683,773
298,DME,OVB,4975,3725416950683,773
299,DME,OVB,4975,3725416950683,773
300,DME,OVB,4975,3725416950683,773
301,DME,OVB,4975,3725416950683,773
302,DME,OVB,4975,3725416950683,773
303,DME,OVB,4975,3725416950683,773
304,DME,OVB,4975,3725416950683,773
305,DME,OVB,4975,3725416950683,773
306,DME,KZN,1264,6521315082971,321
307,DME,KZN,1264,6521315082971,321
308,DME,KZN,1264,6521315082971,321
309,DME,KZN,1264,6521315082971,321
310,DME,KZN,1264,6521315082971,321
311,DME,KZN,1264,6521315082971,321
312,DME,KZN,1264,6521315082971,321
313,DME,KZN,1264,6521315082971,321
314,DME,KZN,1264,6521315082971,321
315,DME,KZN,1264,6521315082971,321
316,DME,KZN,1264,6521315082971,321
317,DME,KZN,1264,6521315082971,321
318,DME,KZN,1264,6521315082971,321
319,DME,KZN,1264,6521315082971,321
320,DME,KZN,1264,6521315082971,321
321,DME,KZN,1264,6521315082971,321
322,DME,KZN,1264,6521315082971,321
323,DME,KZN,1264,6521315082971,321
324,DME,KZN,1264,6521315082971,321
325,DME,KZN,1264,6521315082971,321
326,DME,KZN,1264,6521315082971,321
327,DME,KZN,1264,6521315082971,321
328,DME,KZN,1264,6521315082971,321
329,DME,KZN,1264,6521315082971,321
330,DME,KZN,1264,6521315082971,321
331,DME,KZN,1264,6521315082971,321
332,DME,KZN,1264,6521315082971,321
333,DME,KZN,1264,6521315082971,321
334,DME,KZN,1264,6521315082971,321
335,DME,KZN,1264,6521315082971,321
336,DME,KZN,1264,6521315082971,321
337,DME,KZN,1264,6521315082971,321
338,DME,KZN,1264,6521315082971,321
339,DME,KZN,1264,6521315082971,321
340,DME,KZN,1264,6521315082971,321
341,DME,KZN,1264,6521315082971,321
342,DME,KZN,1264,6521315082971,321
343,DME,KZN,1264,6521315082971,321
344,DME,KZN,1264,6521315082971,321
345,DME,KZN,1264,6521315082971,321
346,DME,KZN,1264,6521315082971,321
347,DME,KZN,1264,6521315082971,321
348,DME,KZN,1264,6521315082971,321
349,DME,KZN,1264,6521315082971,321
350,DME,KZN,1264,6521315082971,321
351,DME,KZN,1264,6521315082971,321
352,DME,KZN,1264,6521315082971,321
353,DME,KZN,1264,6521315082971,321
354,DME,KZN,1264,6521315082971,321
355,DME,KZN,1264,6521315082971,321
356,DME,KZN,1264,6521315082971,321
357,DME,KZN,1264,6521315082971,321
358,DME,KZN,1264,6521315082971,321
359,DME,KZN,1264,6521315082971,321
360,DME,KZN,1264,6521315082971,321
361,DME,KZN,1264,6521315082971,321
362,DME,KZN,1264,6521315082971,321
363,DME,KZN,1264,6521315082971,321
364,DME,KZN,1264,6521315082971,321
365,DME,KZN,1264,6521315082971,321
366,DME,KZN,1264,6521315082971,321
367,DME,CEK,2623,8764100225726,SU9
368,DME,CEK,2623,8764100225726,SU9
369,DME,CEK,2623,8764100225726,SU9
370,DME,CEK,2623,8764100225726,SU9
371,DME,CEK,2623,8764100225726,SU9
372,DME,CEK,2623,8764100225726,SU9
373,DME,CEK,2623,8764100225726,SU9
374,DME,CEK,2623,8764100225726,SU9
375,DME,CEK,2623,8764100225726,SU9
376,DME,CEK,2623,8764100225726,SU9
377,DME,CEK,2623,8764100225726,SU9
378,DME,CEK,2623,8764100225726,SU9
379,DME,CEK,2623,8764100225726,SU9
380,DME,CEK,2623,8764100225726,SU9
381,DME,CEK,2623,8764100225726,SU9
382,DME,CEK,2623,8764100225726,SU9
383,DME,CEK,2623,8764100225726,SU9
384,DME,CEK,2623,8764100225726,SU9
385,DME,CEK,2623,8764100225726,SU9
386,DME,CEK,2623,8764100225726,SU9
387,DME,CEK,2623,8764100225726,SU9
388,DME,CEK,2623,8764100225726,SU9
389,DME,CEK,2623,8764100225726,SU9
390,DME,CEK,2623,8764100225726,SU9
391,DME,CEK,2623,8764100225726,SU9
392,DME,CEK,2623,8764100225726,SU9
393,DME,CEK,2623,8764100225726,SU9
394,DME,CEK,2623,8764100225726,SU9
395,DME,CEK,2623,8764100225726,SU9
396,DME,CEK,2623,8764100225726,SU9
397,DME,CEK,2623,8764100225726,SU9
398,DME,CEK,2623,8764100225726,SU9
399,DME,CEK,2623,8764100225726,SU9
400,DME,CEK,2623,8764100225726,SU9
401,DME,CEK,2623,8764100225726,SU9
402,DME,CEK,2623,8764100225726,SU9
403,DME,CEK,2623,8764100225726,SU9
404,DME,CEK,2623,8764100225726,SU9
405,DME,CEK,2623,8764100225726,SU9
406,DME,CEK,2623,8764100225726,SU9
407,DME,CEK,2623,8764100225726,SU9
408,DME,CEK,2623,8764100225726,SU9
409,DME,CEK,2623,8764100225726,SU9
410,DME,CEK,2623,8764100225726,SU9
411,DME,CEK,2623,8764100225726,SU9
412,DME,CEK,2623,8764100225726,SU9
413,DME,CEK,2623,8764100225726,SU9
414,DME,CEK,2623,8764100225726,SU9
415,DME,CEK,2623,8764100225726,SU9
416,DME,CEK,2623,8764100225726,SU9
417,DME,CEK,2623,8764100225726,SU9
418,DME,CEK,2623,8764100225726,SU9
419,DME,CEK,2623,8764100225726,SU9
420,DME,CEK,2623,8764100225726,SU9
421,DME,CEK,2623,8764100225726,SU9
422,DME,CEK,2623,8764100225726,SU9
423,DME,CEK,2623,8764100225726,SU9
424,DME,CEK,2623,8764100225726,SU9
425,DME,CEK,2623,8764100225726,SU9
426,DME,CEK,2623,8764100225726,SU9
427,DME,CEK,2623,8764100225726,SU9
428,DME,KUF,1371,3748729149709,763
429,DME,KUF,1371,3748729149709,763
430,DME,KUF,1371,3748729149709,763
431,DME,KUF,1371,3748729149709,763
432,DME,KUF,1371,3748729149709,763
433,DME,KUF,1371,3748729149709,763
434,DME,KUF,1371,3748729149709,763
435,DME,KUF,1371,3748729149709,763
436,DME,KUF,1371,3748729149709,763
437,DME,KUF,1371,3748729149709,763
438,DME,KUF,1371,3748729149709,763
439,DME,KUF,1371,3748729149709,763
440,DME,KUF,1371,3748729149709,763
441,DME,KUF,1371,3748729149709,763
442,DME,KUF,1371,3748729149709,763
443,DME,KUF,1371,3748729149709,763
444,DME,KUF,1371,3748729149709,763
445,DME,KUF,1371,3748729149709,763
446,DME,KUF,1371,3748729149709,763
447,DME,KUF,1371,3748729149709,763
448,DME,KUF,1371,3748729149709,763
449,DME,KUF,1371,3748729149709,763
450,DME,KUF,1371,3748729149709,763
451,DME,KUF,1371,3748729149709,763
452,DME,KUF,1371,3748729149709,763
453,DME,KUF,1371,3748729149709,763
454,DME,KUF,1371,3748729149709,763
455,DME,KUF,1371,3748729149709,763
456,DME,KUF,1371,3748729149709,763
457,DME,KUF,1371,3748729149709,763
458,DME,KUF,1371,3748729149709,763
459,DME,KUF,1371,3748729149709,763
460,DME,KUF,1371,3748729149709,763
461,DME,KUF,1371,3748729149709,763
462,DME,KUF,1371,3748729149709,763
463,DME,KUF,1371,3748729149709,763
464,DME,KUF,1371,3748729149709,763
465,DME,KUF,1371,3748729149709,763
466,DME,KUF,1371,3748729149709,763
467,DME,KUF,1371,3748729149709,763
468,DME,KUF,1371,3748729149709,763
469,DME,KUF,1371,3748729149709,763
470,DME,KUF,1371,3748729149709,763
471,DME,KUF,1371,3748729149709,763
472,DME,KUF,1371,3748729149709,763
473,DME,KUF,1371,3748729149709,763
474,DME,KUF,1371,3748729149709,763
475,DME,KUF,1371,3748729149709,763
476,DME,KUF,1371,3748729149709,763
477,DME,KUF,1371,3748729149709,763
478,DME,KUF,1371,3748729149709,763
479,DME,KUF,1371,3748729149709,763
480,DME,KUF,1371,3748729149709,763
481,DME,KUF,1371,3748729149709,763
482,DME,KUF,1371,3748729149709,763
483,DME,KUF,1371,3748729149709,763
484,DME,KUF,1371,3748729149709,763
485,DME,KUF,1371,3748729149709,763
486,DME,KUF,1371,3748729149709,763
487,DME,KUF,1371,3748729149709,763
488,DME,KUF,1371,3748729149709,763
489,DME,ROV,736,70753528948012,321
490,DME,ROV,736,70753528948012,321
491,DME,ROV,736,70753528948012,321
492,DME,ROV,736,70753528948012,321
493,DME,ROV,736,70753528948012,321
494,DME,ROV,736,70753528948012,321
495,DME,ROV,736,70753528948012,321
496,DME,ROV,736,70753528948012,321
497,DME,ROV,736,70753528948012,321
498,DME,ROV,736,70753528948012,321
499,DME,ROV,736,70753528948012,321
500,DME,ROV,736,70753528948012,321
501,DME,ROV,736,70753528948012,321
502,DME,ROV,736,70753528948012,321
503,DME,ROV,736,70753528948012,321
504,DME,ROV,736,70753528948012,321
505,DME,ROV,736,70753528948012,321
506,DME,ROV,736,70753528948012,321
507,DME,ROV,736,70753528948012,321
508,DME,ROV,736,70753528948012,321
509,DME,ROV,736,70753528948012,321
510,DME,ROV,736,70753528948012,321
511,DME,ROV,736,70753528948012,321
512,DME,ROV,736,70753528948012,321
513,DME,ROV,736,70753528948012,321
514,DME,ROV,736,70753528948012,321
515,DME,ROV,736,70753528948012,321
516,DME,ROV,736,70753528948012,321
517,DME,ROV,736,70753528948012,321
518,DME,ROV,736,70753528948012,321
519,DME,ROV,736,70753528948012,321
520,DME,ROV,736,70753528948012,321
521,DME,ROV,736,70753528948012,321
522,DME,ROV,736,70753528948012,321
523,DME,ROV,736,70753528948012,321
524,DME,ROV,736,70753528948012,321
525,DME,ROV,736,70753528948012,321
526,DME,ROV,736,70753528948012,321
527,DME,ROV,736,70753528948012,321
528,DME,ROV,736,70753528948012,321
529,DME,ROV,736,70753528948012,321
530,DME,ROV,736,70753528948012,321
531,DME,ROV,736,70753528948012,321
532,DME,ROV,736,70753528948012,321
533,DME,ROV,736,70753528948012,321
534,DME,ROV,736,70753528948012,321
535,DME,ROV,736,70753528948012,321
536,DME,ROV,736,70753528948012,321
537,DME,ROV,736,70753528948012,321
538,DME,ROV,736,70753528948012,321
539,DME,ROV,736,70753528948012,321
540,DME,ROV,736,70753528948012,321
541,DME,ROV,736,70753528948012,321
542,DME,ROV,736,70753528948012,321
543,DME,ROV,736,70753528948012,321
544,DME,ROV,736,70753528948012,321
545,DME,ROV,736,70753528948012,321
546,DME,ROV,736,70753528948012,321
547,DME,ROV,736,70753528948012,321
548,DME,ROV,736,70753528948012,321
549,DME,ROV,736,70753528948012,321
550,DME,ROV,736,70753528948012,321
551,DME,ROV,736,70753528948012,321
552,DME,ROV,736,70753528948012,321
553,DME,ROV,736,70753528948012,321
554,DME,ROV,736,70753528948012,321
555,DME,ROV,736,70753528948012,321
556,DME,ROV,736,70753528948012,321
557,DME,ROV,736,70753528948012,321
558,DME,ROV,736,70753528948012,321
559,DME,ROV,736,70753528948012,321
560,DME,ROV,736,70753528948012,321
561,DME,ROV,736,70753528948012,321
562,DME,ROV,736,70753528948012,321
563,DME,ROV,736,70753528948012,321
564,DME,ROV,736,70753528948012,321
565,DME,ROV,736,70753528948012,321
566,DME,ROV,736,70753528948012,321
567,DME,ROV,736,70753528948012,321
568,DME,ROV,736,70753528948012,321
569,DME,ROV,736,70753528948012,321
570,DME,ROV,736,70753528948012,321
571,DME,ROV,736,70753528948012,321
572,DME,ROV,736,70753528948012,321
573,DME,ROV,736,70753528948012,321
574,DME,ROV,736,70753528948012,321
575,DME,ROV,736,70753528948012,321
576,DME,ROV,736,70753528948012,321
577,DME,ROV,736,70753528948012,321
578,DME,ROV,736,70753528948012,321
579,DME,ROV,736,70753528948012,321
580,DME,ROV,736,70753528948012,321
581,DME,ROV,736,70753528948012,321
582,DME,ROV,736,70753528948012,321
583,DME,ROV,736,70753528948012,321
584,DME,ROV,736,70753528948012,321
585,DME,ROV,736,70753528948012,321
586,DME,ROV,736,70753528948012,321
587,DME,ROV,736,70753528948012,321
588,DME,ROV,736,70753528948012,321
589,DME,ROV,736,70753528948012,321
590,DME,ROV,736,70753528948012,321
591,DME,ROV,736,70753528948012,321
592,DME,ROV,736,70753528948012,321
593,DME,ROV,736,70753528948012,321
594,DME,ROV,736,70753528948012,321
595,DME,ROV,736,70753528948012,321
596,DME,ROV,736,70753528948012,321
597,DME,ROV,736,70753528948012,321
598,DME,ROV,736,70753528948012,321
599,DME,ROV,736,70753528948012,321
600,DME,ROV,736,70753528948012,321
601,DME,ROV,736,70753528948012,321
602,DME,ROV,736,70753528948012,321
603,DME,ROV,736,70753528948012,321
604,DME,ROV,736,70753528948012,321
605,DME,ROV,736,70753528948012,321
606,DME,ROV,736,70753528948012,321
607,DME,ROV,736,70753528948012,321
608,DME,ROV,736,70753528948012,321
609,DME,ROV,736,70753528948012,321
610,DME,ROV,736,70753528948012,321
611,DME,VOZ,345,3856910371768,CR2
612,DME,VOZ,345,3856910371768,CR2
613,DME,VOZ,345,3856910371768,CR2
614,DME,VOZ,345,3856910371768,CR2
615,DME,VOZ,345,3856910371768,CR2
616,DME,VOZ,345,3856910371768,CR2
617,DME,VOZ,345,3856910371768,CR2
618,DME,VOZ,345,3856910371768,CR2
619,DME,VOZ,345,3856910371768,CR2
620,DME,VOZ,345,3856910371768,CR2
621,DME,VOZ,345,3856910371768,CR2
622,DME,VOZ,345,3856910371768,CR2
623,DME,VOZ,345,3856910371768,CR2
624,DME,VOZ,345,3856910371768,CR2
625,DME,VOZ,345,3856910371768,CR2
626,DME,VOZ,345,3856910371768,CR2
627,DME,VOZ,345,3856910371768,CR2
628,DME,VOZ,345,3856910371768,CR2
629,DME,VOZ,345,3856910371768,CR2
630,DME,VOZ,345,3856910371768,CR2
631,DME,VOZ,345,3856910371768,CR2
632,DME,VOZ,345,3856910371768,CR2
633,DME,VOZ,345,3856910371768,CR2
634,DME,VOZ,345,3856910371768,CR2
635,DME,VOZ,345,3856910371768,CR2
636,DME,VOZ,345,3856910371768,CR2
637,DME,VOZ,345,3856910371768,CR2
638,DME,VOZ,345,3856910371768,CR2
639,DME,VOZ,345,3856910371768,CR2
640,DME,VOZ,345,3856910371768,CR2
641,DME,VOZ,345,3856910371768,CR2
642,DME,VOZ,345,3856910371768,CR2
643,DME,VOZ,345,3856910371768,CR2
644,DME,VOZ,345,3856910371768,CR2
645,DME,VOZ,345,3856910371768,CR2
646,DME,VOZ,345,3856910371768,CR2
647,DME,VOZ,345,3856910371768,CR2
648,DME,VOZ,345,3856910371768,CR2
649,DME,VOZ,345,3856910371768,CR2
650,DME,VOZ,345,3856910371768,CR2
651,DME,VOZ,345,3856910371768,CR2
652,DME,VOZ,345,3856910371768,CR2
653,DME,VOZ,345,3856910371768,CR2
654,DME,VOZ,345,3856910371768,CR2
655,DME,VOZ,345,3856910371768,CR2
656,DME,VOZ,345,3856910371768,CR2
657,DME,VOZ,345,3856910371768,CR2
658,DME,VOZ,345,3856910371768,CR2
659,DME,VOZ,345,3856910371768,CR2
660,DME,VOZ,345,3856910371768,CR2
661,DME,VOZ,345,3856910371768,CR2
662,DME,VOZ,345,3856910371768,CR2
663,DME,VOZ,345,3856910371768,CR2
664,DME,VOZ,345,3856910371768,CR2
665,DME,VOZ,345,3856910371768,CR2
666,DME,VOZ,345,3856910371768,CR2
667,DME,VOZ,345,3856910371768,CR2
668,DME,VOZ,345,3856910371768,CR2
669,DME,VOZ,345,3856910371768,CR2
670,DME,VOZ,345,3856910371768,CR2
671,DME,VOZ,345,3856910371768,CR2
672,DME,TBW,455,73343100263219,CN1
673,DME,TBW,455,73343100263219,CN1
674,DME,TBW,455,73343100263219,CN1
675,DME,TBW,455,73343100263219,CN1
676,DME,TBW,455,73343100263219,CN1
677,DME,TBW,455,73343100263219,CN1
678,DME,TBW,455,73343100263219,CN1
679,DME,TBW,455,73343100263219,CN1
680,DME,TBW,455,73343100263219,CN1
681,DME,TBW,455,73343100263219,CN1
682,DME,TBW,455,73343100263219,CN1
683,DME,TBW,455,73343100263219,CN1
684,DME,TBW,455,73343100263219,CN1
685,DME,TBW,455,73343100263219,CN1
686,DME,TBW,455,73343100263219,CN1
687,DME,TBW,455,73343100263219,CN1
688,DME,TBW,455,73343100263219,CN1
689,DME,TBW,455,73343100263219,CN1
690,DME,TBW,455,73343100263219,CN1
691,DME,TBW,455,73343100263219,CN1
692,DME,TBW,455,73343100263219,CN1
693,DME,TBW,455,73343100263219,CN1
694,DME,TBW,455,73343100263219,CN1
695,DME,TBW,455,73343100263219,CN1
696,DME,TBW,455,73343100263219,CN1
697,DME,TBW,455,73343100263219,CN1
698,DME,TBW,455,73343100263219,CN1
699,DME,TBW,455,73343100263219,CN1
700,DME,TBW,455,73343100263219,CN1
701,DME,TBW,455,73343100263219,CN1
702,DME,TBW,455,73343100263219,CN1
703,DME,TBW,455,73343100263219,CN1
704,DME,TBW,455,73343100263219,CN1
705,DME,TBW,455,73343100263219,CN1
706,DME,TBW,455,73343100263219,CN1
707,DME,TBW,455,73343100263219,CN1
708,DME,TBW,455,73343100263219,CN1
709,DME,TBW,455,73343100263219,CN1
710,DME,TBW,455,73343100263219,CN1
711,DME,TBW,455,73343100263219,CN1
712,DME,TBW,455,73343100263219,CN1
713,DME,TBW,455,73343100263219,CN1
